25;सिकारू, काँचो, कच्चा, नव प्रशिक्षित, नयाँ, असिद्ध, अनभ्यस्त, अपक्व, अपरिपक्क;जसले कुनै काम भर्खरै सिकेको छ;  यो काम सिकारू  व्यक्तिले पनि गर्न सक्छ;adjective
26;ढङ्ग, सिप;जसलाई राम्रोसँग काम गर्ने ढङ्ग आउँदैन;  तँ ढङ्ग नभएको मान्छे जस्तो काम किन गर्छस्;adjective
27;null;null;null;null
28;अप्रचलित, अप्रचरित, अव्यवहृत, अप्रयुक्त, आउटडेटेड, आउट आफ डेट;जुन प्रचलित छैन;  तिमी सधैँ अप्रचलित पहिरन नै किन  लगाउँछौ?;adjective
29;सिपालु, प्रवीण, निपुण, पारङ्गत, दक्ष, माहिर, अभ्यस्त, कुशल, होशियार, पक्का, सिद्धहस्त, शातिर, पटु, पका, निष्णात, परिपक्व, कार्यकुशल, विचक्षण, अभिज्ञ, अभ्यासी, आप्त;जसको कुनै कार्य गर्न विशेष योग्यता रहेको छ;  अर्जुन धनुर्विद्यामा सिपालु थिए;adjective
30;null;null;null;null
31;null;null;null;null
32;राम्रो,सही मान्छे, गतिलो;जो सोझो या राम्रो छ या जसमा राम्रा गुण छन् या जसको काम आदिबाट अरूको भलाइ हुन्छ;  दुनियामा राम्रा मानिसको कमी छैन;adjective
33;नरभक्षी, मनुष्यभक्षी, मान्छेखाने;जसले मनुष्य भक्षण गर्छ या मानवलाई आफ्नो आहार बनाउँछ;  शिकारीले नरभक्षी बघिनीलाई आफ्नो निसाना बनायो;adjective
34;null;null;null;null
35;टुहुरो, अनाथ, यतीम, लावारिस;जसको कोही पनि पालन-पोषण गर्ने छैन;  श्यामले आफ्नो सारा जीवन टुहुरा बच्चाहरूको हेरचाहमा बिताए;adjective
36;असहाय, निस्सहाय, बेसहारा, निराश्रित, निराश्रय, अनाश्रित, आश्रयहीन, अपाश्रय, निरवलम्ब, अवलम्बहीन, अवलम्बनहीन, , अनवस्थित, अनाथ, निरवलम्ब, अनाश्रित, निःसहाय;जसका कोही सहारा हुँदैनन्;  सुरेन्द्रजी असहाय व्यक्तिलाई  सहायता गरिरहन्छन्;adjective
37;टुहुरो, पितृहीन, पितृविहीन, पिताहीन, पितविहीन, अपितृ, अपितृक;जसको पिता छैन;  टुहुरा नानीहरषु कहिलेकाँही दिशाहीन हुन्छन्;adjective
38;साधनहीन, साधनविहीन,साधन नभएको;जसमा  साधनको  कमी छ या कुनै साधन छैन;  सरकार साधनहीन व्यक्तिका लागि  साधन जुटाउने  प्रयास गर्दै छ;adjective
39;null;null;null;null
40;गिद्ध, शृगालिका, सृगाली, सृगालिका, शिजवा, वामी;पोथी गिद्ध;  जङ्गलमा एउटा गिद्ध आफ्नो बच्चालाई  दुध खुवाइरहेको छ;noun
41;ससहाय, सहायकयुक्त, सहायतायुक्त;जसको कुनै सहारा छ;  ससहाय व्यक्तिले  अरूलाई  सहायता गर्नुपर्छ;adjective
42;मातृहीन, माताहीन, मातृविहीन, माताविहीन, अमातृक;जसकी आमा छैनन्;  साहुजी बालाखामा नै मातृहीन भए;adjective
43;साधन सम्पन्न, साधनपूर्ण, साधनयुक्त;जोसित साधन छ या साधनले  सम्पन्न छन्;  साधन सम्पन्न व्यक्ति समाजको विकासमा  सहायक हुने गर्छन्;adjective
44;null;null;null;null
45;अशिष्टता, अभद्रता, असभ्यता, अशालीनता, फटाइँ;अशिष्ट हुने अवस्था या भाव;  अशिष्टताले मानवलाई पशु बनाइदिन्छ;noun
46;null;null;null;null
47;null;null;null;null
48;null;null;null;null
49;null;null;null;null
50;null;null;null;null
51;null;null;null;null
52;त्यसै, अनायास, बिना परिश्रम, अप्रयत्नतः, प्रयत्नहीनतः, अयास;बिना आयास या प्रयासको;  त्यसै कुनै काम हुँदैन;adverb
53;प्रयत्नपूर्वक, प्रयत्नतः, प्रयत्न ले;प्रयत्नका साथ;  कुनै पनि  काम प्रयत्नपूर्वक गर;adverb
54;अनावरण, अनाच्छादन;कुनै वस्तु,कुरा आदिबाट आवरण हटाउने काम;  गृहमन्त्रीले गान्धीजीको  प्रतिमा अनावरण गरे;noun
55;null;null;null;null
56;null;null;null;null
57;उद्घाटन;कुनै ठुलो समारोह,सम्मेलन आदिको महत्त्व र गौरव बढाउका लागि कुनै महान मानिसद्वारा उनको कार्य  शुभारम्भ गरिने काम;  यस विश्वविद्यालयको उद्घाटन महामहिम राष्ट्रपतिले गर्नुहुन्छ;noun
58;null;null;null;null
59;रहस्योद्घाटन, रहस्य प्रकाशन, रहस्य प्रकटन, रहस्य प्रगटन;कुनै रहस्यलाई उद्घाटित गर्ने कार्य;  नेताजी सुभाष चन्द्र बोस  अचानक लापता भएको रहस्योद्घाटन आजसम्म भएन;noun
60;अव्यवस्थित, व्यवस्थाहीन,लथालिङ्ग, छरप्रस्ट;जेचाहिँ व्यवस्थित छैन;  श्याम अव्यवस्थित कोठालाई व्यवस्थित गर्दै छन्;adjective
61;निरङ्कुश, स्वेच्छाचारी, अप्रतिबन्धित, मनमोजी, मनमौजी, स्वच्छन्द, अत्याचारी, अन्यव्रत, अप्रतिबद्ध, अबद्ध;जसका लागि कुनै अङ्कुश या रोकावट हुँदैन;  हिटलर एकजना निरङ्कुश शासक थिए;adjective
62;अन्धानुकरण, भीड़ानुगमन;कुनै सो विचार नगरी कुनै कुरा या व्यक्तिलाई गरिने अनुकरण;  आजको युवा पीढ़ी पाश्चात्य सभ्यतालाई अन्धानुकरण गर्दै छन्;noun
63;अनुकूलता, अप्रतिकूलता, अविरुद्धता;अनुकूल हुने अवस्था या भाव;  अनुकूलता भएमा काम गर्न सजिलो हुन्छ;noun
64;दयालुता, सहृदयता, अनृशंसता, कृपालुता, दयावानता, दयावन्तता, दयाशीलता, करुणामयता;दयालु हुने अवस्था या भाव;  दयालुता सज्जन पुरुषको आभूषण हो;noun
65;null;null;null;null
66;सामञ्जस्य, तालमेल, ताल-मेल;उपयुक्त र ठिक संयोग या मेल;  आपस्तको सामञ्जस्यद्वारा कठिनभन्दा कठिन कार्य पनि सम्भव हुन्छ;noun
67;प्रारम्भ, आरम्भ, आरम्भ, सुरुवात, शुरुआत, शुरुवात, प्रारंभ, प्रारम्भ, श्रीगणेश, शुरू, अभ्युदय;कुनै काम, कुरा आदि सुरु हुने वा गर्ने  क्रिया;  आउनुहोस् यो नयाँ कार्यको प्रारम्भ गर्यौं;noun
68;नग्नता, नाङ्गोपन,छाडापन,परिधानहीनता;नाङ्गो हुने अवस्था या भाव;  आजको फिल्म नग्नताले भरिएको थियो;noun
69;null;null;null;null
70;null;null;null;null
71;छर्लङ्ग, स्पष्टता, छ्याङ्ग, प्रष्ट;स्पष्ट हुने अवस्था या भाव;  समस्याका कारण छर्लङ्ग भएपछि मात्र हामी यसको समाधान गर्न सक्छौं;noun
72;गोपनीयता, गुप्तता, गुह्यता, गोप्यता;गोपनीय हुने अवस्था या भाव;  यस रहस्यको गोपनीयतालाई लुकाई राख;noun
73;null;null;null;null
74;प्रतिकूलता, विपरीतता, विरुद्धता, अननुकूलता;प्रतिकूल हुने अवस्था या भाव;  प्रतिकूलताले कुनै पनि कार्यलाई जटिल बनाइदिन्छ;noun
75;null;null;null;null
76;रक्तदान, रगत दान, रुधिरदान, रक्त दान, रुधिर दान;रगत दिने काम;  श्यामले अस्पताल गएर रक्त दान गर्यो;noun
77;विस्गति, विषमता, असंगति, असंगतता, विसंगतता, अनुपत्ति;असङ्गत हुने अवस्था या भाव;  कामका बेला आउने विसङ्गतिलाई हटाएर  काममा द्रूतता ल्याउन सकिन्छ;noun
78;मिलन, मिलाप, मिलान, समन्वय, संयोग, अभिसार, वस्ल;मिल्ने क्रिया या भाव;  नाटक समाप्तिपछि नायक र नायिकाको मिलन भयो;noun
79;असामञ्जस्यता, सामञ्जस्यहीनता;सामञ्जस्य का अभाव;  असामञ्जस्यता उन्नतिमा बाधक हुन्छ;noun
80;सानो भाइ, भाइ, अनुज, अनुभ्राता;त्यो भाइ जुनचाहिँ उमेरमा सानो छ;  हिमाल मेरो  सानो भाइ हो;noun
81;भाइ, भ्राता, अनुज;एउटै माता-पिताबाट उत्पन्न वा कुनै वंशका  कुनै पीढीका  व्यक्तिका लागि  मातृ वा पितृकूलको त्यही पिढीका अर्का व्यक्ति वा जसलाई  धर्म, समाज, कानुन आदिको आधारमा  भाइको स्थन प्राप्त भएको छ;  श्याम मेरो  काकाको छोरो भाइ हो;noun
82;दाजु, अग्रज, अग्रजन्मा;त्यो भाइ जसले पहिले नै जन्मिएको हुन्छ;  श्यामको दाजु अध्यापक छन्;noun
83;अनुत्तीर्ण, फेल;जो परीक्षामा उत्तीर्ण भएको  हुँदैन;  रोहन परीक्षामा अनुत्तीर्ण भयो;adjective
84;उत्तीर्ण, पास;जो परीक्षामा सफल भएको हुन्छ;  उत्तीर्ण परीक्षार्थीहरूलाई  पुरस्कृत गरिन्छ;adjective
85;अनुपस्थित, गैरहाजिर, अविद्यमान, अप्रस्तुत, अप्राप्त;जो सामुमा, उपस्थित या उपलब्ध हुँदैन;  आज श्याम कक्षामा अनुपस्थित थियो;adjective
86;उपस्थित, हाजिर, विद्यमान, प्रस्तुत;छेउमा बसेको,अगाडि आएको वा छेउमा आएको;  आज कक्षामा दसजना छात्र उपस्थित थिए / कोठाका सबै चीज आफ्नो ठाउँ यथावत थियो;adjective
87;null;null;null;null
88;वर्तमान,अभूत, हाल;जे चाहिँ यस बेला हुँदै छ  या  चलिरहेको छ;  वर्तमान समयलाई उपयोग गर, किनभने बितेको समय फिर्ता आउँदैन;adjective
89;अनुपात, दर;मान,माप,उपयोगिता आदिको तुलनाको विचारले एउटा वस्तु अर्को वस्तुसित रहने सम्बन्ध या अपेक्षा;  पुस्तकका लागि लेखकले दुई प्रतिशतको अनुपातले रोयल्टी भेटिरहेको छ;noun
90;null;null;null;null
91;अनुबन्ध,समझौता,बुझाबुझी, कुराकानी;कुनै काम गर्नका लागि दुई पक्षमा हुने विवाद  या समझौता;  दुई पक्षका बीच के अनुबन्ध भयो भने उनीहरू एक-आपसका विषयमा हस्तक्षेप गर्दैनन्;noun
92;सम्झौता,बुझाबुझी;लेन-देन,व्यवहार,झगडा,विवाद आदिका सम्बन्धमा सबै पक्षमा आपसमा हुने सम्झौता;  कश्मीर मुद्धामा भारत पाक सम्झौताको आवश्यक छ;noun
93;ठेका, ठिका,ठीका, संविदा;केही धन आदिका सट्टामा कसैको कुनै काम पूरा गर्न लिएको जिम्मा;  उसले सडक बनाउने ठेका भेट्टायो;noun
94;सौदा, मोल-भाव, मोल भाव, मोलभाव, मोल-तोल, मोल तोल, मोल;किन्ने-बेच्ने या लेन-देनको बात-चीत या व्यवहार;  सौदा नगरिकन कुनै पनि सामान किन्नुहुँदैन;noun
95;जिम्मेदारी, जिम्मेवारी, जिम्मावारी, जिम्मादारी, जिम्मा, ठीका, ठेका, गारन्टी, उत्तरदायित्व, दायित्व, जवाबदेही, भार, बोझ;कुनै कार्य,विषय या कुराको लिइने भार;  यो काम गर्ने जिम्मेदारी कसले लिन्छ;noun
96;व्यापार, रोजगार, व्यवसाय, सौदागरी, विपणन, वणिक कर्म, वाणिज्य;चीज बनाउने या किन्ने र बेच्ने काम;  रामको कडा मेहनतले उसको व्यापार दिन-रात फल्दै फुल्दै छ;noun
97;अनुभव, तजुरबा, तजरबा, तजरुबा, तजुर्बा, तजर्बा;त्यो ज्ञान जो कुनै काम या प्रयोग गर्दा प्राप्त हुन्छ;  उसलाई यस कामको अनुभव छ;noun
98;सम्झना, स्मृति,याद,सुध,सुधि,ध्यान,ख्याल;त्यो ज्ञान जो स्मरण शक्तिद्वारा एकत्र या प्राप्त हुन्छ;  बाल्यकालको सम्झना हुँदै मन प्रसन्न हुन्छ;noun
99;ज्ञान,जानकारी,प्रतीति,अधिगम;वस्तु र विषयका ती जानकारी जुनचाहिँ मन या विवेकलाई हुन्छ;  उसलाई संस्कृतको राम्रो ज्ञान छ;noun
100;अनुभवी, जानकार, परिपक्व, खारिएको;अनुभव राख्ने या जसलाई कुनै काम,वस्तु आदिको अनुभव हुन्छ;  यस कामका लागि एकजना अनुभवी व्यक्तिको आवश्यकता छ;adjective
101;भुक्तभोगी, भोगी;जसले भोगिसकेको छ  या भोग्नेवाला छ;  अचेल रेलमा आरक्षण भेट्न कति मुश्किल छ भने यो त  भुक्तभोगी व्यक्तिले मात्र जान्दछन्;adjective
102;null;null;null;null
103;अनुभूति,संवेदना,संज्ञा,अनुभव;यस्तो मानसिक व्यापार जसको बाहिरी प्रतिक्रिया त हुँदैन तर पनि जसलाई सुख-दुखको अनुभव हुन्छ;  कहिलेकाँही भविष्यमा घटित हुने घटनाको अनुभूति भइदिन्छ / बेसुर शरीरको अनुभूति शून्य हुन्छ;noun
104;मनोभाव, मानसिक भाव, मनोभावना, मनोविकार, मनोवेग, भाव;मनमा उत्पन्न हुने भाव या कुनै विचार;  मनोभावमाथि नियन्त्रण गर्न कठिन हुन्छ/ मनमा तरह-तरहका भाव आउँछन्;noun
105;अनुमति, अनुज्ञा, अभिमति, आज्ञा, स्वीकृति;कुनै काम गर्नुभन्दा पहिला उसका बारेमा ठुलाबाट पाइने या लिइने स्वीकृति जुनचाहिँ धेरै थोक आज्ञाका रूपमा हुन्छ;  ठुला-बडाको अनुमति बिना कुनै पनि काम गर्नुहुँदैन;noun
106;स्वीकृति, मञ्जुरी, अनुज्ञप्ति;स्वीकार गर्ने क्रिया या भाव;  भारत सरकारले  यस परियोजनालाई  चालू गर्न आफ्नो स्वीकृति दिसक्यो;noun
107;अनुमान, अन्दाज, अटकल, अनुमिति;आफ्नो मनसित बुझ्ने क्रिया या भाव कि यस्तो हुन सक्छ या हुन्छ;  कहिलेकाँही अनुमान गलत पनि हुन जान्छ;noun
108;कल्पना, कल्पना शक्ति, फन्टासी;त्यो शक्ति या भाव जसले चाहिँ मनमा नयाँ,अनौठो आदि कुराको स्वरूपलाई उपस्थित गराउँछ;  मूर्तिकारको कल्पनाले पत्थरलाई कुँदेर मूर्त रूप प्रदान गर्छ;noun
109;अनुमोदन, समर्थन;कसैले गरेको काम काम या सामुन्ने राखिएको सुझावलाई  सही मानेर आफूले दिएको स्वीकृति;  हामी यस प्रस्तावलाई अनुमोदन गर्छौं;noun
110;वाहवाह, अनुमोदन, आमोदन;कुनै कुरा,सुझाव आदिमाथि प्रसन्नता प्रकट गर्ने क्रिया या भाव;  मेरो वक्तव्यमा उसको वाहवाह देखावटी हो;noun
111;विरोध,प्रतिरोध, छेकाइ, रोकावट;कुनै कार्य आदिलाई रोक्न त्यसको विपरीत केही गर्ने क्रिया या कुनै काम जसलाई हामीले नचाहँदै विपरीतमा केही गर्ने क्रिया;  रामको विरोध हुँदाहुँदै पनि मैले चुनाव लडेको छु;noun
112;उभयचर, जल-स्थलचर, जलथली;जुन जल र स्थल दुवैमा रहन सक्छ;  भ्यागुतो एउटा उभयचर प्राणी हो;adjective
113;आसक्त, मुग्ध, मोहित;कसैप्रति अत्यधिक अनुरक्त हुनु;  सांसारिक वस्तुले मनलाई आसक्त गरेर क्षणिक सुख  मात्र दिलाउँछ;adjective
114;निष्ठावान, आस्थावान, भक्ति भावापन्न;कसैप्रति निष्ठा, श्रद्घा वा भक्ति राख्ने;  तुलसीदास भगवान रामप्रति निष्ठावान थिए;adjective
115;कर्मी, कामकाजी, काम-काजी, कारबारी, उद्योगी, अभिक्रान्ती;काम या उद्योगमा लागिरहने;  मेरी आमा एकजना कर्मी महिला हैं;adjective
116;null;null;null;null
117;भक्ति, श्रद्घा;देवी-देवता वा ईश्वरप्रति रहने  विशेष प्रेम;  ईश्वरप्रति भक्ति हुनुपर्छ;noun
118;अनेक, कैयौं, विविध, नाना, एकाधिक, अनेकानेक, तमाम;एकभन्दा बढी;  भारतमा अनेक भाषा बोलिन्छ;adjective
119;null;null;null;null
120;null;null;null;null
121;null;null;null;null
122;प्रतिरूपी, अनुरूपी, समरूपी;जुनचाहिँ कसैको प्रतिरूप होस् या जुन रूप,आकार आदिमा एकै जस्तो हुन्छ;  उसले तीनवटा प्रतिरूपी मूर्ति किन्यो;adjective
123;अनुसार, माफिक, मुताबिक, अनुकूल;कसैको विचार या की दृष्टिले;  ऊ मेरो अनुसार काम गर्न चाहँदैन;adverb
124;null;null;null;null
125;अनुरोध,आग्रह, बिन्ती;कुनै कुराका लागि विनयपूर्वक गरिने हठ;  कसैको अनुरोधलाई नकार्नु राम्रो कुरा होइन;noun
126;null;null;null;null
127;प्रार्थना, अनुरोध, अनुनय, अभ्यर्थना, अभ्यर्थन, विनती, याचना, निवेदन, विनय, अभियाचन;कसैबाट केही गराइमाग्न नम्रतापूर्वक गरिएको निवेदन;  चपरासीले छुट्टीका लागि अधिकारीसित प्रार्थना गर्यो;noun
128;याचिका, अनुरोध पत्र, आवेदन, दरख्वास्त, याचना-पत्र;त्यो पत्र जहाँ कसैबाट केही याचना गरिएको हुन्छ;  उसको याचिका न्यायालयद्वारा खारिज गरियो;noun
129;null;null;null;null
130;अनुदित कृति, अनुदित कृति, अनुवादित कृति, भाषान्तरित कृति;अनुवाद गरिएको कृति;  यो राष्ट्रपतिको अङ्ग्रेजी पुस्तकको अनुदित कृति हो;noun
131;व्याख्या, आख्या, अनुवाद, भाव विस्तार;कुनै कठिन वाक्य आदिका अर्थको स्पष्टीकरण;  संस्कृत श्लोकहरूको व्याख्या सबैका सामर्थ्यको कुरा होइन;noun
132;विनिमय व्यापार, विनिमय लेन-देन;यस्तो व्यापार जसमा एउटा वस्तुको सट्टा अर्को वस्तु दिइन्छ या वस्तुहरूको लेन-देन गरिन्छ;  राम विनिमय व्यापार गर्छ;noun
133;कार्य आरम्भ, कार्यारम्भ, कार्य आरम्भ, कार्यारम्भ, काम सुरू, काम थालनि;कुनै  कार्य  आरम्भ हुने क्रिया;  मेरा हजुरबा जुन कार्य आरम्भ गर्नुहुन्छ, त्यसलाई पूरा गरेर मात्र बिसाउनुहुन्छ;noun
134;धर्म-कर्म, धर्म कर्म, धार्मिक कृत्य, धर्म काज, धार्मिक कार्य, अनुष्ठान, धार्मिक कर्म, धार्मिक-अनुष्ठान, धार्मिक अनुष्ठान;यस्तो कर्म जो धर्मसित सम्बन्धित छ;  महात्मा मानिस धर्म-कर्ममा लीन छन्;noun
135;null;null;null;null
136;null;null;null;null
137;null;null;null;null
138;अनुसन्धान, शोध, गवेषणा, अनुसंधान, अन्वीक्षण, अन्वेषण, अन्वेषणा;कुनै विषयको राम्ररी अनुशीलन गरेर त्यसका सम्बन्धमा नयाँ कुरा या तथ्यलाई टुङ्गो लगाउने क्रिया;  रोबोट वैज्ञानिक अनुसन्धानको देन हो;noun
139;खोज, अनुसन्धान, तलास;कुनै चीज पाउन या देख्न टुङ्गो लगाउने क्रिया त्यो कहाँ छ अनि कसरी छ;  कोलम्बसले अमेरिकाको खोजी गरेका थिए;noun
140;अनुकृत, अमौलिक;कसैको अनुकरणमा बनाइएको;  यो एउटा अनुकृत रचना हो;adjective
141;चिन्तन, मनन, विचारण, अनुशीलन, सोच-विचार, चिंतन-मनन, चिन्तन-मनन;विचार गर्ने क्रिया या भाव;  निकै चिन्तनपछि हामीले समस्याको हल निकाल्यौं;noun
142;null;null;null;null
143;विरक्ति, वैराग्य, बैराग, वैराग, बैराग्य, विरति, उचाट, उच्चाट;सांसारिक सुख-भोगले तृप्ति भएकाले त्यतातिर  प्रवृत्ति नहुने अवस्था या भाव;  उसलाई देश दुनियासित विरक्ति लागेको  छ / मन उराठ भएको छ;noun
144;null;null;null;null
145;अनूदित, अनुवादित, अनुदित, भाषांतरित, भाषान्तरित;अनुवाद गरिएको;  यो महाश्वेता देवीको अनुदित कृति हो;adjective
146;मौलिक कृति, मूल कृति, मौलिक रचना;त्यो रचना जो कसैको अनुवाद,नकल या आधारमा होइन बरू आफ्नो उद्भावनाबाट निकलिएको हुन्छ;  गोदान प्रेमचन्दको मौलिक कृति हो;noun
147;खबर, सन्देश, समाचार, संवाद, संबाद, सम्वाद, सम्बाद;कुनै उद्देश्यले भनिएको या कहलाइएको या लिखित या साङ्केतिक कुनै महत्त्वपूर्ण कुरा;  आफ्नो भाइको बिहेको खबर सुनेर ऊ फूला नहीं समाया;noun
148;साहित्यिक कृति, रचना, साहित्यिक रचना;साहित्यसित सम्बन्धित कृति;  तुलसीदासको राम चरित मानस विश्व प्रसिद्ध साहित्यिक कृति हो;noun
149;स्पष्टीकरण, अध्याहार;जुन कुरा स्पष्ट हुन बाँकी रह्यो, त्यसलाई यस प्रकारले स्पष्ट गर्ने क्रिया जसद्वारा अरूको भ्रम हट्यो;  विपक्षले सरकारसित उनीहरूको आर्थिक नीति प्रस्तावमा  स्पष्टीकरण माग्यो;noun
150;क्रिया, क्रियापद;व्याकरणमा त्यो शब्द जसद्वारा कुनै व्यापार हुनु या गरिनु सूचित हुन्छ;  यस अध्यायमा क्रियामाथि छलफल गरिन्छ;noun
151;आरम्भ, आरंभ, शुरुआत, प्रारंभ, प्रारम्भ, आदि;कुनै कार्य, घटना, व्यापार आदिको पहिलो अंश या भाग;  आरम्भ ठिक छ भने अन्त्य पनि ठिक हुन्छ;noun
152;एकताहीन, असङ्गठित, सङ्गठनहीन, छरपटिएको, भताभुङ्ग भएको;जसमा एकताको अभाव हुन्छ;  एकताहीन समाजले विकास गर्न सक्दैन;adjective
153;अखाद्य वस्तु, अखाद्य पदार्थ;त्यो वस्तु जो खानका लागि योग्य छैन;  उसने अखाद्य वस्तुलाई फोहोरको डिब्बामा हालिदियो;noun
154;null;null;null;null
155;null;null;null;null
156;परजन, पराइ, परदेशी;आफ्नो कुटुम्ब या समाजदेखि बाहिरको व्यक्ति;  परजनको पनि आदर गर्नुपर्छ;noun
157;null;null;null;null
158;वैकल्पिक, विकल्पयुक्त, विकल्पी, ऐच्छिक;ती दुई या कैयौंबाट कुनै एक जसलाई आफ्नो इच्छाले ग्रहण गर्न सकियोस्;  प्रश्न पत्रमा दुइटा अनिवार्य र चारवटा वैकल्पिक प्रश्न छन्;adjective
159;आविष्कार, निकल्याइ;कुनै नयाँ वस्तु तयार गर्ने या नयाँ कुरा खोजी निकाल्ने  क्रिया जुन पहिले कसैलाई थाहा भएको हुँदैन;  संगणक आविष्कारले समाजमा निकै ठुलो परिवर्तन ल्याइदियो;noun
160;विकलाङ्ग, अपाहिज, अंगहीन, अपंग, अपाहज, निपंग;जसको हात-खुट्टा या शरीरको कुनै  अङ्गमा विकृति भएको हुन्छ;  हामीले विकलाङ्ग व्यक्तिलाई  मदद गर्नुपर्छ;adjective
161;null;null;null;null
162;निजी, आफ्नो, स्वकीय, स्वायत्त, आत्म;जो निजको या आफ्नो हो या जसमा आफ्नो अधिकार हुन्छ;  यो मेरो निजी सम्पत्ति हो;adjective
163;null;null;null;null
164;मौलिक, स्वकृत, स्वरचित, मूल, अननुकृत;जुन कसैको अनुवाद,नकल, आधारमा नभएर,आफ्नो उद्भावनाबाट निक्लिएको हो;  यो मेरो मौलिक रचना हो;adjective
165;नातेदार, रिश्तेदार, सम्बन्धी, स्वजन, बान्धव, अजीज, अनुबन्धी;त्यो व्यक्ति जोसित कुनै साइनो हुन्छ;  मेरो एक जना नातेदार दिल्लीमा बस्छन्;noun
166;वैयक्तिक, व्यक्तिगत, निजी, आफ्नो, व्यक्तिगत;कुनै व्यक्तिसित सम्बन्ध राख्ने;  यो मेरो वैयक्तिक विषय हो;adjective
167;स्वजनीय, आत्मजनीय;जो आफूसित सम्बन्धित छ या आफ्नो हो;  यो स्वजनीय विषय हो;adjective
168;स्वदेशीय, देशी, देसी, स्वदेशी, देशीय, देशज;जुन आफ्नो देशमा उत्पन्न या बनिएको हो;  स्वदेशीय वस्तुको प्रयोग गर्नुपर्छ;adjective
