62;अन्ध-अनुकৰण;नभबा निचिन्ताकै कोनो कथा बा ब्यक्तिक कৰा अनुकৰण  आजिৰ युৱ-प्रजन्मइ पाश्चात्य सभ्यताৰ अन्ध-अनुकৰण कৰिबलै लैछे
63;अनुकूलता;अनुकूल होৱा अৱस्था बा भाब  अनुकूलतात काम कৰिबलै सहज
64;दय़ाशीलता, सहृदय़ता, दय़ालुता, कृपालुता;दय़ालु होৱा अৱस्था बा भाब  दय़ाशीलता सॎ पुৰुषৰ अलंकाৰ
65;स्थिৰता;अटल बा स्थिৰ होৱा अৱस्था  पৰिस्थितिৰ स्थिৰताৰ बाबे तेओँ जीৱनत सफल है गै थाकिल
66;मिल, समता, एकता, सामञ्जस्य, अभिन्नता, अभेद, ऐक्य, अद्बितीय़त्ब, अपार्थक्य, अबिच्छिन्नता, अभेद, अभिन्नत्ब, अपृथकता, समभाब, समानय़न, सायुज्य, अनुৰूपता, समৰूपत्ब, एकৰूपता, तुल्यता, सदृशता;उपयुक्त आৰु सठिकभाৱे कৰा संयोग  पৰस्पৰৰ मिलৰ द्बाৰा कठिनৰो कठिन काम सम्भৱ हय़
67;आৰम्भ, आৰम्भण, शुभाৰम्भ, शुभाৰम्भण, आৰम्भणि, सूचना, समाৰम्भ, प्राৰम्भ, शुৰु, छৰु, सूत्रपात, उपक्रम;कोनो काम, कथा आदिৰ आৰम्भणी होৱा बा कৰा कार्य  आहक एइ नतुन कामटोৰ आৰम्भ कৰोँ
68;नग्नता, उलङ्गता, उलंगता, नग्नत्ब;नग्न होৱा अৱस्था  आजिकालिৰ चिनेमाबोৰ नग्नताৰे भৰि थाके
69;NULL;NULL NULL
70;NULL;NULL NULL
71;स्पष्टता;स्पष्ट होৱा अৱस्था बा भाब  समस्याৰ काৰणबोৰৰ स्पष्टताৰ पिछतहे आमि इय़ाৰ समाधान कৰिब पाৰिम
72;गोपनीय़ता, गोपनता, प्रच्छन्नता;गोपनीय़ कৰा अৱस्था बा भाब  एइ ৰहस्यटोৰ गोपनीय़ता बर्ताइ ৰाखा
73;भाৱ;यʼत होৱाৰ क्रिय़ा निहित थाके  सुन्दৰतात सुन्दৰ होৱाৰ भाৱ आछे
74;प्रतिकूलता, बिपक्षता, प्रतिपक्षता, प्रतिकूलाचৰण;प्रतिकूल होৱा अৱस्था बा भाब  प्रतिकूलताइ यिकोनो कामके जटिल कৰि तोले
75;सद् गुण, भाल गुण, सॎगुण, सजगुण;भाल स्बभाৱबिशिष्ट बा नैतिकतापूर्ण  सद्-गुण मानुहৰ भूषणस्बৰूप
76;ৰक्तदान, ৰक्त दान, तेजदान, तेज दान;तेज दिय़ा कार्य  श्यामे हस्पितेललै गै ৰक्तदान कৰिले
77;बिसंगति, असंगति, बिसङ्गति, असङ्गति, बिषमता, बिषमत्ब, बैषम्य;असंगति होৱा अৱस्था बा भाब  कामटोৰ पৰिणतित उद्भৱ होৱा बिसंगतिबोৰ दूৰ कৰि कामৰ गति बढ़ाब पৰा याब
78;मिलन, समन्बय़, मिला-प्रीति, संयोग;मिल होৱा कार्य ् बा भाब  नाटकৰ पৰिसमाप्तित नाय़क आৰु नाय़िकाৰ मिलन हʼल
79;असामञ्जस्यता, सामञ्जस्यहीनता;सामञ्जस्यৰ अभाৱ  असामञ्जस्यताइ उन्नतित बाधा प्रदान कৰे
80;भाइटि, सৰु भाइटि, सৰु भाइ, अनुज;बय़सৰ हिचापेৰे यिजन सৰु भाय़ेक  भास्कৰ मोৰ सৰु भाइटि
81;भाइ, भ्राता;एके माक-देउताकৰ पৰा  जन्म होৱा बा कोनो बंशৰ कोनो पुৰुषৰ ब्यक्तिৰ काৰणे माक बा पितृकूलৰ सेइ पुৰुषৰ आन ब्यक्ति -- याक धर्म, ् समाज, आइन आदिৰ आधाৰत भाय़ेकৰ मर्यादा दिय़ा हय़  श्याम मोৰ खुৰाৰ भाइ
82;ककाइ, ककाइदेउ, दादा, अग्रज;यिजन भाय़ेके प्रथमे जन्म लैछे  श्यामৰ ककाय़ेक अध्यापक
83;फेइल, अनुत्ती्र्ण, अकृतकार्य, असफल;यिजन पৰीक्षात उत्ती्र्ण ्होৱा नाइ  ৰोहने पৰीक्षात फेइल कৰिले/ ৰोहन पৰीक्षात अनुत्ती्र्ण हʼल
84;उत्ती्र्ण, ्पाछ;यिजन पৰीक्षात सफल हैछे  उत्ती्र्ण पৰीक्षार्थीसकलक पुৰस्कृत कৰा हʼब
85;अनुपस्थित, गৰहाजिৰ;यिजन सन्मुखत उपस्थित बा हाजिৰ होৱा नाइ  आजि श्याम श्रेणीत अनुपस्थित आछिल
86;उपस्थित, हाजिৰ, मजुत, मजुद, बिद्यमान;सन्मुख बा ओचৰत आहि थका  आजि श्रेणीत दहजन छात्र उपस्थित आछिल / कोठाৰ सकलो बस्तु निज निज ठाइत मजुत आछिल
87;NULL;NULL NULL
88;बर्त््मान, आजि, अद्य;यिटो एइ समय़त हैछे बा चलि आछे  बर्त््मान समय़ৰ ब्यৱहाৰ कৰा, किय़नो पाৰ है योৱा समय़ केतिय़ाओ उलटि नाहे
89;अनुपात;कोनो एबिध बस्तुৰ लगत आन एबिध बस्तुৰ मान, माप, उपयोगिता आदिৰ सम्बन्धৰ सैते कৰा तुलना  लेखके कितापखनৰ काৰणे दुइ शतांश अनुपातत ৰय़ेल्टी लाभ कৰिछे
90;काजलसना;(चकु) यʼत काजल लगोৱा आछे  तेओँৰ ्काजलसना चकुৱे सकलोके सन्मोहित कৰिछिल
91;बुजाबुजि;कोनो काम कৰाৰ काৰणे दुय़ोपक्षৰ माजत होৱा निष्पत्ति  पৰस्पৰे कोनो बिषय़त हस्तक्षेप नकৰे बुलि दुय़ोपक्षৰ माजत एक बुजाबुजि हʼल
92;सन्धि, सन्धिचुक्ति;लेन-देन, ब्यৱहाৰ, काजिय़ा आदि ् सम्पर्कत ् सकलो पक्षৰ  पৰस्पৰৰ माजत होৱा निष्पत्ति  काश्मीৰৰ समस्या सन्दर्भत ् भाৰत-पाकिस्तानৰ माजत सन्धि होৱा आৱश्यक 
93;ठिका;धन आदिৰ बिनिमय़त काৰोबाৰ कोनो काम सम्पूर्ण कৰिबलै लोৱा दाय़ित्ब  तेओँ ् पथ बनोৱाৰ काৰणे ठिका पाइछे
94;दৰ-दाम, चुक्ति;किना-बेचा बा लेन-देनৰ कथा-बतৰा बा ब्यৱहाৰ  दৰ-दाम नकৰाकै कोनो बस्तु किना उचित नहय़
95;दाय़ित्ब, दाय़ित्बभाৰ, गाৰेन्टी, उत्तৰ-दाय़ित्ब;कोनो काम,कथा बा बिषय़ৰ बाबे लोৱा कर्तब्यभाৰ  एइ कामटो कৰाৰ दाय़ित्ब कोने लʼब?
96;बेपाৰ, बणिज, ब्यৱसाय़, बाणिज्य;कोनो बस्तु किना-बेचा कৰा बा बनोৱा कार्य  ৰामৰ कठोৰ पৰिश्रमৰ काৰणे बेपाৰत दिनकदिने उन्नति लाभ कৰिछे
97;उपल््ब्धि, अनुभৱ;कोनो काम कৰा बा कोनो बस्तु ब्यৱहाৰ कৰाৰ पৰा लाभ होৱा ज्ञान  तेओँ एइ ् कामटो उपल््ब्धि कৰिब पाৰे
98;स्मृति, स्मৰण, खिय़ाल;स्मৰणशक्तिৰ द्बाৰा एकत्र बा लाभ होৱा ज्ञान  सৰुकालৰ स्मृति अहाৰ लगे मन आनन्दत भৰि पৰे
99;ज्ञान, प्रज्ञा, बोध, बोधि, प्रतीति, सम्बोधि, ब्युॎपत्ति, अनुभाब, प्रमा, पৰिज्ञान, महाज्ञान;मन बा बिबेके लाभ कৰा कोनो बस्तु बा बिषय़ৰ खबৰ  तेओँৰ संस्कृतৰ भाल ज्ञान आछे
100;अनुभबी, पৰिपक्क;अनुभৱ कৰिब पৰा बा यिय़े कोनो काम, बस्तु आदिৰ अनुभৱ कৰिब पाৰे  एइ कामटोৰ काৰणे एजन अनुभबी ब्यक्तिৰ प्रय़ोजन
101;भुक्तभोगी;यिजने भोग कৰिछे बा भोगी थकाजन  आजिकालि ৰेलत आसन संৰक्षण कৰा किमान जटिल सेइय़ा भुक्तभोगी लोकेहे बुजिब पाৰे
102;NULL;NULL NULL
103;अनुभब, अनुभৱ, अनुभूति, संबेदन;सुख-दुख अनुभब कৰिब पৰा एने एक मानसिक बृत्ति याৰ कोनो बाह्यिक प्रतिक्रिय़ा नाथाके  केतिय़ाबा भৱिष्यतत घटिबलगीय़ा घटनाৰो अनुभब हय़ / अशुद्ध शৰीৰ अनुभूति शून्य हय़
104;मनोभाब, भाब, मानसिक भाब, मनोभाबना;मनत उदय़ होৱा भाब बा कोनो बिचाৰ  मनोभाबৰ ओपৰत निय़न्त्रण ৰखाटो कठिन/ मनलै बिभिन्न धৰणৰ भाब आहे
105;अनुमति, आज्ञा, अनुज्ञा, आदेश;कोनो काम कৰाৰ आगते सेइ सम्पर्के ्आज्ञाৰ  ৰूपत  ज्येष्ठजनৰ पৰा लोৱा स्बीकृति  डाङৰৰ अनुमति अबिहने कोनो काम कৰा उचित नहय़
106;अनुमति, मञ्जुৰि;स्बीकाৰ कৰाৰ कार्य ् बा भाब  भाৰत चৰकाৰे एइ योजनाटो आৰम्भ कৰाৰ काৰणे अनुमति प्रदान कৰिछे
107;अनुमान, आन्ताज;एनेकुৱा हʼब पाৰे बुलि निजৰ मनৰ माजते बोधजन्मा एक भाब  केतिय़ाबा केतिय़ाबा अनुमान भुलो हʼब पाৰे
108;कल्पना;कोनो नेदेखा-नुशुना बस्तुৰ स्बৰूप उपल््ब्धि कৰिब पৰा मनৰ एक प्रकाৰ भाब बा शक्ति  खनिकৰे कल्पनाৰे शिलत खोदाइ कৰि मूर्तৰूप ् प्रदान कৰे
109;अनुमोदन, समर्थन;कोनोबाइ कৰा कामৰ सन्मुखत ৰै दिय़ा पৰामर्शक सठिक बुलि मानि लै दिय़ा स्बीकृति  आमि एइ प्रस्ताৱटोत अनुमोदन जनाइछोँ
110;प्रशंसा;कोनो कथा, पৰामर्श आदित प्रसन्नता उपल््ब्धि कৰि प्रकाश कৰा भाब  मोৰ बक्तब्य सन्दर्भत तेओँ आनक देखुৱाबलैहे प्रशंसा कৰिछे
111;बिৰोधिता, बिৰोध, बिৰोधाचৰण, प्रतिৰोध;कोनो कार्य आदिक ৰुधिबৰ काৰणे ताৰ बिपৰीते कৰा कोनो कार्य  मइ ৰामৰ बिৰोधिता स्बत्त्बेओ नि्र्बाचनत प्रतिद्बन्द्बिता कৰिलोँ
112;उभचৰ;यि जल आৰु स्थल दुय़ो ठाइते थाकिब पाৰे  भेकुली एबिध उभचৰ प्राणी
113;आसक्त, मुग्ध, मोहित, मोहाबिष्ट, ৰक्त;यि किहबाৰ प्रति अत्यधिक अनुৰक्त  संसाৰৰ बस्तुबोৰे मानुहৰ मनक आसक्त कৰि क्षणिकৰ बाबेहे सुख प्रदान कৰे
114;निष्ठाबान;काৰोबाৰ प्रति निष्ठा, श्रद्धा बा भक्ति ৰाखोता  तुलसीदास भगৱान ৰामৰ प्रति निष्ठाबान आछिल
115;उद्योगी, उद्यमी, काजी;कोनो कामत उद्यम लै लागि थका  मोৰ मा एगৰाकी उद्योगी महिला
116;NULL;NULL NULL
117;भक्ति;देৱ-देৱी बा भगৱानत प्रति थका बिशेष प्रेम  ईश्बৰৰ प्रति भक्ति थाकिब लागे
118;अनेक, एकाधिक, बिबिध, नाना, नानान;एकतकै अधिक  भाৰतत अनेक भाषा कोৱा हय़
119;दिब्यज्योति चक्र, देहज्योति चक्र;चित्र बा मूर्ति आदित देखुओৱा देৱता बा दिब्यपुৰुष आदिৰ मुखৰ चाৰिओफाले थका आभायुक्त मण्डल  साधाৰण मानुहৰ दिब्यज्योति चक्रৰ दिप्ती क्षीण होৱाৰ बाबे देखा पोৱा नायाय़
120;प्रेम, प्रीति, भालपोৱा, पीৰिति, अनुৰाग, आसक्ति, महब्बत;काৰोबाक खुउब भाल पाइ सदाय़ तेओँৰ् लगत थाकिबलै प्रेৰणा दिय़ा मनोबृत्ति  प्रेम निस्बार्थ ् हʼब लागे
121;मৰम, चेनेह, स्नेह, मৰम-चेनेह, ममता;सৰुजनৰ प्रति हृदय़त उथलि उठा भालपोৱा  जৱाहৰलाल नेहৰुৱे सৰु लʼৰा-छोৱालीक बहुत मৰम कৰिछिल
122;समৰूपी, प्रतिৰूपी, अनुৰूपी;यि ৰूप बा आकाৰत एके अथबा याৰ कोनो प्रतिৰूप आछे  तेओँ तिनिटा समৰूपी मूर्ति किनिले
123;मते, अनुसৰि, मतानुसৰि;काৰोबाৰ मतामत बा दृष्टिभङ्गीৰे  तेओँ ्मोৰ मते काम कৰिब निबिचाৰे
124;NULL;NULL NULL
125;अनुৰोध;कोनो कथा बा कामत सन्मति आदाय़ৰ काৰणे सन्मान सहकाৰे जनोৱा एक कार्य  काৰोबाৰ अनुৰोधक नेओचा दिय़ाटो भाल कथा नहय़
126;NULL;NULL NULL
127;प्रार्थ््ना, मिनति, अनुৰोध;काৰोबाৰ पৰा किबा कৰिबৰ काৰणे नम्रता सहकाৰे कৰा निबेदन  चकिदाৰजने छुटी मञ्जुৰिৰ काৰणे बिषय़ाजनৰ ओचৰत प्रार्थ््ना जनाले
128;आबेदन, दर्खास्त, आर्जी, आबेदन पत्र;काৰोबाৰ पৰा किबा बस्तु बिचाৰि दिय़ा पत्र  तेओँৰ आबेदन पत्र न्याय़ालय़े नाकच कৰिले
129;अनुबाद, भाषान्तৰ, तर्जम्ा, भाषान्तৰण;एटा भाषाৰ लिखित ৰूप बा कोৱा कथा आन एटा भाषात लिखा बा कोৱा कार्य  ৰामाय़ण बिभिन्न भाषालै अनुबाद हैछे / भाषान्तৰे एकोटा भाषाৰ साहित्यৰ भँ्ৰाल चहकी कৰि तोले
130;अनुदित, अनुदित कृति, भाषान्तৰित कृति, अनुबादित ्कर्म;अनुबाद कৰा कार्य  एइखन ৰाष्ट्रपतिৰ इंৰाजी कितापৰ अनुदित ৰूप
131;ब्याख्या, आख्या, भाब बिस्ताৰ;कोनो जटिल बाक्य आदिৰ ् अर्थৰ स्पष्टीकৰण  संस्कृत श्लोकৰ बाख्या कৰाटो सकलोৰे बाबे सम्भৱ नहय़
132;बिनिमय़ प्रथा;बस्तुৰ लेन-देन कৰा एबिध बेपाৰ यʼत एबिध बस्तुৰ सलनि आन एबिध बस्तु दिय़ा हय़  ৰामे बिनिमय़ प्रथाৰ बेपाৰ कৰे
