153;अखाद्य़_बस्तु, अखाद्य़_पदार्थ
154;डिमिरि, डिमिरि_गछ
155;अन्य़, अपर, अन्य़एक
156;परलोक, बाहारलोक
157;आर्य्य़_समाज
158;बैकळ्पिक, ऐच्छिक, बिकळ्पी
159;आबिष्कार
160;बिकळाङ्ग, अङ्गहीन
161;औरसी, औरस्य़, औरस
162;निज, निजर, आपणार, स्ୱकीय़, स्ୱाय़त्त
163;मो, मोर
164;मौळिक, निजस्ୱ, स्ୱकृत, स्ୱरचित, मूळ
165;संपर्कीय़, सम्पर्कीय़, स्ୱजन, बान्धब
166;ब्य़क्तिगत, निजर, आपणा
167;स्ୱजनीय़, आत्मजनीय़
168;स्ୱदेशी, देशी, देशज
169;स्ୱपक्षीय़, आपणार
170;अपयश, बदनामी, कुख्य़ाति, अयश, दुर्नाम, अपकीर्ति
171;अपराध, भुल्‌
172;अपराधी, दोषी, अपराधकर्त्ता
173;हारमोनिय़म्‌, हारमानिआ
174;अपराह्न, तृतीय़पहर
175;दुर्नाम, अपबाद, निन्दा, कळङ्क
176;अज्ञ_अपराध, अबोधगम्य़_अपराध
177;अपराधी, दोषी, आसामी
178;कळङ्क, दोष, अपबाद, लाञ्छन, काळिमा, अपयश
179;अशोधित, अपरिशोधित, अशुद्ध, असंशोधित
180;उछिष्ट, सङ्खुड़ि, संखुड़ि, अइँठा
181;अशुभ_लक्षण, अशुभ_चिह्न, मन्द_लक्षण, अलक्षण, दुर्लक्षण, बित्पात, अपशकुन
182;अपशब्द, खरापकथा, दुराळाप, कुबचन
183;काम, कार्य्य़, कर्म, करम, करणी, कृत्य़
184;अधर्म_कर्म, पापकर्म, पापाचार, दुष्कर्म
185;उत्सब, पर्ब
186;पिआनो
187;गोटिए, जणे, एक, १
188;एकतापूर्ण्ण, सौहार्दपूर्ण्ण, सङ्गठित
189;लोक, गण, जनगण, जनमानब, समूह
190;उद्धत, अबिनीत, धृष्ट
191;स्ୱजन, परिजन, भाइबन्धु, कुटुम्बी
192;स्ୱजातीय़, समबर्गीय़
193;निरुपाय़, उपाय़हीन, बिकळ्पहीन, अनन्य़गति
194;निखुण, अक्षुण्ण, पूर्ण्णकाय़
195;तुम, तुमर, आपणङ्कर
196;ब्य़क्ति, मणिष, जन, लोक
197;परर, अन्य़र
198;बिदेशी, परदेशी, अन्य़देशीय़
199;बिपक्ष, बिपक्षीय़, प्रतिपक्षीय़, प्रतिपक्ष
200;गेष्टहाउस्‌, अतिथिभबन
201;जळाशय़
202;इच्छादानी
203;बारण्डा, बारंडा
204;मुख्य़द्ୱार, मुख्य़प्रबेशपथ, मुख्य़कबाट, मुख्य़_फाटक
205;ग्रह, दशा, ग्रहदशा, ग्रहभोग, काळ, दशा
206;राशिचक्र, ज्य़ोतिषचक्र, राशिमण्डळ, राशि
207;राशि, जन्मराशि
208;ग्रह, आकाशचारी
209;पूजनीय़, पूजमान, बंद्य़, बन्दनीय़, अभिबन्दनीय़, आराध्य़, पूज्य़, बरेण्य़
210;नमाज
211;पूजित, आराधित, उपासित, अर्च्चित
212;मातापिता, मा’बापा, पितृमातृ
213;समर्थक, सपक्ष, अनुमोदक
214;बड़_भउणी, नानी, दिदि, अपा, देई
215;सुनाखणि, स्ୱर्ण_खणि
216;लुहा_खणि, लौह_भण्डार
217;लुहा, लौह
218;बिरोधिमाने, बिरोधी, प्रतिपक्षी, बिपक्षबादी
219;सूर्य्य़_बंश, सौर_बंश, रबिकुळ
220;चन्द्र_बंश, सोम_बंश, शशीकुळ
221;सज्जन, भलमणिष, साधु, सुजन, सत्‌पुरुष
222;दुर्जन, दुष्ट, खळ, शठ, पाजी, दुरात्मा, दुष्टात्मा, हरामि, हारामजादा
223;नाम
224;उपाधि, संज्ञा, पदबी
225;बुध, बुधग्रह, चन्द्रकुमार, चन्द्रज
226;शुक्र, शुक्रग्रह
227;बृहस्पति, देबगुरु, गुरु
228;शनि, शनिग्रह, सौर, रबिपुत्र, महाग्रह, छाय़ापुत्र, शनिश्चर, नीळाञ्जन, गृध्रबाहन
229;बरुण, बरुणग्रह
230;यम
231;प्रदेश, राज्य़
232;मण्डळ
233;जिल्ला
234;चित्कारकला, चिलेइला, पाटिकला, रड़िछाड़िला, हालाकला, डाकपकाइला
235;कान्दिबा, रोदन_करिबा, क्रन्दन_करिबा, लुह_गड़ाइबा, अश्रुपात_करिबा
236;गाइबा, गानकरिबा
237;कुन्थाइबा, कुन्थेइबा, उहु_आहा_करिबा, आहा_उहु_करिबा
238;सकाइबा, सकेइबा, सकसक_हेबा
239;लुहझरे, लुहबोहिबा, अश्रुपात
240;कान्दिबा, रोदनकरिबा, बिळापकरिबा, क्रन्दनकरिबा, अश्रुबुहाइबा
241;तहसिल
242;युक्तितर्क, बादबिबाद, तर्कबितर्क, बितण्डा
243;युक्तितर्ककरिबा, बितण्डाकरिबा, बिबादकरिबा
244;धमकेइबा, धमकदेबा, डरेइबा
245;भाबब्य़क्तकरिबा, भाबप्रकटकरिबा
246;ब्य़क्तकरिबा, उपस्थापितकरिबा, अभिब्य़क्तकरिबा
247;सत्य़बादी, सत्य़बान्
248;बिश्ୱासनीय़, बिश्ୱासी, बिश्ୱस्त
249;काळ्पनिक, कळ्पित, अबास्तब, अयथा
250;कञ्चा_लुहा
251;ढळा_लुहा
252;संज्ञा, बंशनाम, कुळनाम, साङ्गिआ, उपाधि
253;उपनाम, साङ्गिआ, सांगिआ
254;पूर्ण्णाङ्क
255;प्राप्ताङ्क, प्राप्तअङ्क
256;भिन्न_संख्य़ा, भग्नांश
257;हर, भागसंख्य़ा
258;रोमान्_अङ्क, रोमान्_अंक
259;लिपि
260;स्ୱरबर्ण्ण, स्ୱराक्षर
261;ब्य़ञ्जनबर्ण्ण, ब्य़ञ्जनाक्षर
262;युक्ताक्षर, संयुक्ताक्षर
263;उपास्थि
264;चित्रलिपि
265;असमतळ, उच्चानीचा, उच्चनीच, खालढ़िप
266;अङ्गुरि
267;नितम्ब, कटिदेश
268;मेरुदण्ड, मेरुहाड़
269;शक्ति, क्षमता, ताकत्‌, बळ, दम्
270;मुँह, मुख, आनन, बदन
271;दान्त, दन्त, रदन, दशन
272;ताळु, ताळुका
273;माढ़ि
274;प्रश्नचिह्न, प्रश्नबाचक
275;बिरामचिह्न
276;ठिक्‌_चिह्न, राइट्‌_चिह्न, स्ୱीकृति_चिह्न
277;भुल्‌_चिह्न, छकि_चिह्न
278;हीरा, हीरक
279;ईश्ୱर_प्रेम, प्रभु_प्रेम, अलौकिक_प्रेम, ऐश्ୱरिक_प्रेम, बिभु_प्रेम
280;अन्ध_भक्ति
281;नबधा_भक्ति
282;रङ्ग, रंग
283;कच्चा_रङ्ग, हालुका_रङ्ग
284;अक्षय़_तृतीय़ा, अक्षि_तृतीय़ा, चन्दन_तृतीय़ा
285;तीब्र_अनुभूति
286;खरजळ, भारिजळ, कठोर_जळ, हार्ड़_ୱाटर्
287;मृदुजळ
288;अकर्मक_क्रिय़ा
289;सकर्मक_क्रिय़ा
290;स्थळ, भूमि, भूइँ, धरा, धरित्री
291;शिङ्ग.शिंघ
292;दान्त
293;बुन्दाबुन्दा, बुन्दा, कणिका
294;छिटा
295;बुद्‌बुद्‌, भउँरि, पाणिफोटका
296;बाळ_अपराध, शिशु_अपराध
297;लसा
298;रक्त, लहु, शोणित, रुधिर
299;ब्राह्मीलिपि
300;खरोष्ठी_लिपि, खरोष्ठी, खरोष्ट्री_लिपि, खरोष्ट्री
301;देबनागरी_लिपि, देबनागरी
302;परोपकार, परहित
303;बिश्ୱासपात्र, बिश्ୱासभाजन
304;अबिश्ୱासी, अबिश्ୱास_पात्र, अबिश्ୱासी_ब्य़क्ति, बिश्ୱासहीन_ब्य़क्ति
305;ह्रस्ୱ_स्ୱर
306;दीर्घ_स्ୱर
307;बिषदान्त
308;दुधदान्त
309;अनुशासन, निय़मपाळन
310;चर्बण_दान्त, दाढ़, चर्बणक
311;बाहाड़ा_दान्त, बेहेड़ा_दान्त
312;बीजगणित
313;मिशाण, योग, योड़, योगकरण
314;फेड़ाण, बिय़ोग, बियोग, बिय़ोगीकरण
315;गुणन, गुणन_कार्य्य़, गुणनकाम, गुणिबा, गुणिबा_कार्य्य़, गुणिबा_काम
316;हरण, भागक्रिय़ा, हरिबा, हरिबा_काम, हरिबा_कार्य्य़, भागकर्म, भाग_कार्य्य़, भाग, बिभाग, बिभाजन
317;मुख्य़_रङ्ग, प्रमुख_रङ्ग, मौळिक_रङ्ग
318;गौण_रङ्ग
319;प्लाज्‌मा, प्लाबिका, रक्तप्लाबिका
320;रक्त_कोषिका, रुधिर_कण, रुधिर_कोषिका, रक्त_कणिका
321;लालरक्त_कणिका, लालरुधिर_कणिका
322;श्ୱेत_रक्त_कणिका, श्ୱेत_रुधिर_कणिका
323;उपकारी
324;जनसेबा, जनकल्य़ाण, लोकहित, लोकसेबा, लोकोपकार
325;अपकारी, अपकारक, अनर्थकारी, अनिष्टकारी, अनुपकारी, अपकर्त्ता
326;परोपकारी, परहितैषी
327;प्रशासनिक, अनुशासनिक
328;लोकोहितकारी, लोकोपकारी, लोकहितैषी
329;अनैच्छिक
330;अज्ञातयौबना
331;ज्ञातयौबना
332;पञ्जुरी, पिञ्जरा
333;जन्ता, मूषाधरा_जन्ता
334;मूषी, मूषिका, माई_मूषा
335;मूषा, मूषिक
336;कृतंक_प्राणी, कृन्तक_प्राणी, कृन्तक_जन्तु, कृन्तक_जीब
337;स्तनपाय़ी_जीब, स्तन्य़पाय़ी_प्राणी, स्तनपाय़ी
338;मेरुदण्डी_प्राणी, मेरुदण्डी
339;पक्का_रङ्ग
340;काठपञ्जुरी, काठ_पिञ्जरा, काष्ठपिञ्जर
341;धातु_पिञ्जरा, धातु_पिंजरा, धातु_पिञ्जर, धातु_पिंजर
342;बाउँश_पातिआ, बाउँश_पात
343;लुहा_पिञ्जरा, लुहा_पिंजरा, लौह_पिञ्जरा, लौह_पिंजरा, लुहा_जन्ता
344;छड़, लुहाछड़, शळाका
345;कलम, पेन्‌, लेखनी
346;कागज
347;लेखन_उपकरण
348;चित्राङ्कित
349;इच्छानुसारे, ऐच्छिक
350;निर्बाही
351;अत्य़ाबश्य़क, अपरिहार्य्य़, अतिआबश्य़क
352;मीनराशि, मीन
353;कुम्भराशि, कुम्भ
354;मकरराशि, मकर
355;धनुराशि, धनु
356;बृश्चिकराशि, बिच्छाराशि, बिच्छा
357;तुळाराशि, तुळा
358;कन्य़ाराशि, कन्य़ा
359;सिंह, सिंहराशि
360;कर्कटराशि, कर्कट
361;मिथुनराशि, मिथुन
362;बृषराशि, बृषभ_राशि, बृषभ, बृष
363;मेष, मेषराशि
364;प्रतिस्ୱाक्षरित, सत्य़ता_अनुमोदित, समर्थित
365;अस्ୱाक्षरित, अणस्ୱाक्षरित
366;दरज, टक, धरिगला
367;कोष
368;गजशाळा, हातीशाळ
369;अग, मुन
370;बंशी, बइँशी, बेणु, मूरली, बांशरी, बंशिका
371;बन्‌शी, बन्‌शी_खड़ा, बनिशी_खाड़ी
372;छड़, रड़
373;पाखरे, पाशरे, निकटरे, समीपरे, सन्निकटरे
374;अन्य़त्र, अन्य़आड़े
375;उत्थान, उठाण, उठिबा, उन्नति
376;पूर्ण्णच्छेद, पूर्ण्णच्छेद_चिह्न, पूर्ण्णबिराम, पूर्ण्णबिराम_चिह्न
377;अर्ध_बिराम, सेमिकलोन्‌
378;कमा, अळ्प_बिराम_चिह्न
379;बिस्मय़सूचक_चिह्न, सम्बोधन_चिह्न
380;योजक_चिह्न, संयोजक_चिह्न, हाइफेन्‌_चिह्न
381;उद्धृति_चिह्न
382;बन्धनी_चिह्न
383;बर्गबन्धनी
384;चक्रि, नटु, चकरि, भउँरी
385;पतन
386;गतिमापक, स्पिडोमिटर, मिटर
387;तत्त्ୱ, भूत, सत्त्ୱ, मूळ_द्रब्य़
388;कूटिळ_बन्धनी, कोटिळ_बन्धनी
389;चन्द्रबन्धनी
390;जन्तु_तन्तु
391;बनस्पति_तन्तु
392;सुषीर_बाद्य़, पबन_बाद्य़, मुख_बाद्य़
393;छोट_बंशी, क्षुद्र_बांशरी, छोट_बइँशी
394;नकबंशी, नकबइँशी
395;बाद्य़यन्त्र, बाजा, बाद्य़
396;मापक, माप, उपकरण, तुळयन्त्र
397;थापबाद्य़
398;ताळबाद्य़, घनबाद्य़
399;तारबाद्य़, तन्तुबाद्य़, तन्त्रीबाद्य़
400;मृदङ्ग, मृदंग, मृदङ्गम, मृदंगम
401;तबला
402;बीन्‌, बीन्‌_बाजा
403;भाय़ोलिन्‌, बेहेला, सारङ्गी
404;झाँझ, करताळ
405;सारङ्गी, सारंगी, शारङ्गी, शारंगी
406;सितार, सेतारा
407;बीणा
408;सिङ्गा, नरसिङ्गा, नरसिंह, नरसिंगा, नरसिङ्घा, गोमुख
409;तानपुरा, तम्बुरा, तंबुरा
410;कबाब्‌
411;बाय़ाँ, बाँय़ाँ
412;पुड़ी
413;ढक्का, ढक्‌का
414;चुचुमा, चुचुक
415;चिर, चुचुक
416;आमीबा, एमिबा
417;मोटा, स्थूळकाय़, स्थूळ
418;एककोषीय़_प्राणी
419;अमेरुदण्डी, अमेरुदण्डी_प्राणी, अमेरुदण्डी_जन्तु
420;अयथा_कथाकुहा, गपुड़ि
421;बामतोड़ि, बमितोड़ि
422;पाद, गोड़
423;पागळ_कुकुर
424;बणमणिष
425;दुध, क्षीर, पय़
426;शाकाहारी_पशु, शाकाहारी_प्राणी, निरामिषाशी_प्राणी
427;कार्य्य़_अबसर, छुटि
428;पुड़ि
429;जळकणा, पाणि_बुन्दा, शीकर, पाणि_थोपा
430;खुआ
431;मध्य़ान्तर
432;गुरुद्ୱार
433;गान्धी_जय़न्ती, गांधी_जय़ंती
434;स्ୱाधीनता_दिबस, स्ୱतन्त्रता_दिबस
435;गणतन्त्र_दिबस, साधारणतन्त्र_दिबस, गणराज्य़_दिबस, रिपब्लिक्‌_डे
436;लङ्गर
437;बाकला
438;ब्य़स्तता, जञ्जाळ
439;चाउळ_चूना, चाउळ_चूर्ण्ण, चाउळ_अटा
440;सुजि
441;दोषा, डोषा
442;नान्‌
443;सीताफळ
444;बिस्कुट, बिस्किट
445;अक्षमता, असमर्थता, सामर्थहीनता
446;पारिबापण, बळ, ताकत्, समर्थन, शक्ति
447;अप्रबाहित, प्रबाहहीन, शान्त, स्थिर, गतिहीन, जमिथिबा, अटकिथिबा
448;प्रबाहित, बहियाउथिबा, प्रबाहशीळ, प्रबाहमान, गतिशीळ, गतिमान
449;कोरड़, पोलास्थान, पम्फास्थान
450;केक्‌
451;देबमन्दिर, मन्दिर, देबाळय़, ठाकुर_मन्दिर, ठाकुर_घर
452;मन्दिर, देबाळय़, ठाकुरमन्दिर, ठाकुरघर, गुड़ि
453;बिष्णु_मन्दिर, हरि_मन्दिर
454;लिङ्ग, लिंग, शिबलिङ्ग, शिबलिंग
455;देबी_मन्दिर, देबी_मंदिर, ठाकुराणी_मन्दिर
456;जैन_मन्दिर, जैन_देउळ
457;पार्सी_मन्दिर, आगिआरी
458;बौद्ध_मन्दिर
459;गर्भगृह, गर्भागार, देबकक्ष
460;गुझिआ
461;पेठा, पाणिकखारु_मिठाइ
462;बालुसाइ, बालुसाहि, बालुसाही
463;बुद्ध_मूर्त्ति, बौद्ध_मूर्त्ति, बुद्ध_प्रतिमा
464;मूर्त्ति, प्रतिमा, प्रतिमूर्त्ति
465;मञ्च, मञ्चा, ष्टेज, पेण्डाल्
466;एण्डुरि, इड़लि, इटिलि
467;पथर_मूर्त्ति, प्रस्तर_मूर्त्ति, शीळा_मूर्त्ति, पथर_प्रतिमा, मणि_बिग्रह
468;गुड़खिरि
469;धातुमूर्त्ति, धातु_बिग्रह, धातु_प्रतिमा
470;रङ्गमञ्च, रङ्गभूमि, रङ्गस्थळ, मञ्च
471;लाञ्ज, पुछ, लाङ्गुड़, हुळ
472;बासमती, बासुमती
473;सूता, सूत्र, तन्तु
474;धातु
475;माटि, मृत्तिका
476;लाङ्गुड़, पुछ, लाञ्ज, हुळ
477;कृतिमता
478;मय़ूर_पुच्छ, कळाप, श्रीखण्ड, पुच्छ
479;आउँषा
480;तेल, तैळ
481;कञ्चाधातु, अय़स्क
482;बहुमूल्य़__धातु
483;मार्गशिरी, मगुशिरिआ
484;यीशु, ईशु, क्राएष्ट, जीसस्‌, ईशामसिहा, इसा
485;ख्रीष्टिय़ान्, खीरस्थानी, ख्रीष्टान्_ईसाइ
486;यीशु_बिषय़क, ख्रीष्टिय़ान्
487;पाद्री, फादर
488;बोताम, बटन्‌
489;कलर
490;परिधानर_हात_भाग
491;बाहु, हात, हस्त, कर, भुज
492;पोषाक, परिधान, बस्त्र
493;ईश्ୱरीय़, ऐश्ୱरीय़, ऐश्ୱरिक, दैबी
494;प्रेरणादाय़क, प्रेरणात्मक, प्रेरणास्पद
495;फन्द, कड़, उपान्त, पालि
496;धर्म_प्रबर्त्तक
497;प्रबर्त्तक
498;ताळि, करताळि, हाततळि
499;ब्रण, बरुण, आलुअ
500;प्रद्य़ुम्न, शम्बरारि, शंबरारि
501;उल्‌काखण्ड, उल्‌काश्म
502;सर्बाङ्ग, सारादेह
503;बाह्य़_शारीरिक_अङ्ग, बाह्य़_शरीरर_अङ्ग, शरीर_बाहार_अङ्ग
504;कचटि, मणिबन्ध
505;कहुणि
506;लिगनाइट्‌, धूसर_कोइला
507;काठ_कोइला
508;पथर_कोइला, खणिज_कोइला
509;गुण्ड, चूर्ण्ण
510;अनर्क_चतुर्द्दशी, अनरक_चतुर्द्दशी
511;उल्‌का, उलकापिण्ड, तारा, तारका
512;खगोळीय़_पिण्ड, आकाश_पिण्ड, आकाशीय़_पिण्ड
513;आहा
514;दीर्घ_श्ୱास, लम्बा_श्ୱास, उच्छ्ୱास
515;भङ्गा, भुषुड़िपड़िथिबा, गड़िपड़िथिबा, धराशाय़ी, स्खळित, अबक्षिप्त
516;बसतिबिहीन, बासहीन, उजुड़ा, घरनथिबा, घरहीन
517;जणे-दुइजण, जणे_अधे
518;मानबीय़, मानबिक
519;बिस्थापित, स्थानच्य़ुत, स्थानान्तरित
520;मिछुआ, असत्य़बादी, मिथ्य़ाबादी
521;झण्डा, पताका, केतन, ध्ୱजा, ध्ୱज, चिराळ
522;अप्राप्त, अलभ्य़, अलब्ध
523;जैन_साधु, जैन_मुनि
